session_id,user_id,user_type,start_hour,duration_minutes,late_night,avg_load,max_load,load_variance,has_quiz,quiz_score,message_count,whiteboard_actions,burnout_risk,performance
1029,2,beginner,23,100,1,0.48,0.81,0.0228,0,,4,21,low,D
1030,164,intermediate,14,50,0,0.55,0.64,0.0037,0,,16,6,low,A
1031,68,beginner,12,63,0,0.49,0.67,0.0109,1,-1.35,32,8,low,D
1032,96,intermediate,18,65,0,0.35,0.49,0.0058,0,,12,23,low,A
1033,67,advanced,8,57,0,0.44,0.5,0.0016,1,70.53,28,18,low,B
1034,7,intermediate,13,54,0,0.47,0.53,0.0025,1,22.6,26,23,low,D
1035,119,beginner,7,182,0,0.88,1.0,0.0208,1,26.94,36,2,medium,D
1036,13,beginner,17,99,0,0.83,1.0,0.0181,1,22.53,4,22,low,D
1037,93,beginner,13,168,0,0.85,1.0,0.0107,1,23.38,12,4,low,D
1038,23,intermediate,7,45,0,0.62,0.79,0.0125,1,21.8,20,20,low,D
1039,77,advanced,7,214,0,0.63,0.72,0.0015,1,81.8,25,10,low,A
1040,39,advanced,14,107,0,0.28,0.38,0.0017,0,,13,27,low,A
1041,4,advanced,10,108,0,0.69,0.78,0.0031,1,46.76,49,24,low,D
1042,73,beginner,22,185,0,0.82,1.0,0.028,1,-6.78,48,14,medium,D
1043,82,intermediate,14,134,0,0.44,0.6,0.0043,1,41.67,50,28,low,D
1044,94,advanced,17,94,0,0.56,0.61,0.0008,1,65.26,16,15,low,B
1045,95,beginner,14,50,0,0.38,0.67,0.0655,1,35.59,37,14,low,D
1046,181,advanced,19,43,0,0.29,0.39,0.0055,1,81.46,1,7,low,A
1047,107,advanced,11,102,0,0.85,0.92,0.0025,1,84.11,24,14,low,A
1048,132,intermediate,6,126,0,0.85,1.0,0.0139,1,48.89,10,4,low,D
1049,190,advanced,10,114,0,0.65,0.74,0.0024,0,,5,12,low,C
1050,87,beginner,9,23,0,0.36,0.63,0.0391,1,11.67,21,29,low,D
1051,177,intermediate,21,72,0,0.54,0.73,0.0086,1,36.89,24,2,low,D
1052,172,beginner,9,42,0,0.52,0.78,0.0286,1,39.91,47,7,low,D
1053,164,intermediate,6,144,0,0.51,0.65,0.0047,1,50.97,33,29,low,C
1054,195,advanced,7,204,0,0.75,0.92,0.0031,1,39.78,43,25,medium,D
1055,8,beginner,20,116,0,0.6,0.97,0.022,1,20.49,41,10,low,D
1056,109,intermediate,8,141,0,0.64,0.85,0.0112,1,51.12,21,3,low,C
1057,120,advanced,17,58,0,0.34,0.4,0.0009,0,,23,16,low,A
1058,61,advanced,18,59,0,0.79,0.9,0.0029,1,72.28,49,9,low,B
1059,136,intermediate,8,145,0,0.36,0.51,0.0059,1,47.86,25,30,low,D
1060,160,advanced,9,143,0,0.44,0.51,0.0012,1,79.33,17,29,low,B
1061,61,advanced,14,210,0,0.28,0.36,0.0021,1,84.92,42,13,low,A
1062,76,beginner,7,182,0,0.37,0.6,0.0173,1,26.7,24,28,low,D
1063,8,beginner,10,68,0,0.72,1.0,0.0557,0,,21,1,low,B
1064,27,beginner,7,35,0,0.38,0.58,0.0402,0,,36,12,low,C
1065,162,intermediate,20,113,0,0.53,0.66,0.0045,1,48.1,10,20,low,D
1066,102,intermediate,9,105,0,0.35,0.46,0.0071,1,55.11,17,7,low,C
1067,124,intermediate,20,151,0,0.68,0.81,0.0049,1,37.4,13,25,low,D
1068,82,intermediate,18,181,0,0.57,0.82,0.0183,0,,10,18,low,B
1069,37,advanced,23,239,1,0.59,0.69,0.0029,0,,17,2,medium,C
1070,38,intermediate,13,225,0,0.52,0.7,0.0085,1,59.2,4,15,low,C
1071,32,intermediate,20,62,0,0.34,0.53,0.0066,1,61.52,50,2,low,C
1072,28,advanced,23,210,1,0.38,0.47,0.0019,1,64.35,17,14,medium,C
1073,66,beginner,20,118,0,0.61,0.95,0.0209,1,7.67,39,8,low,D
1074,86,beginner,13,160,0,0.65,0.97,0.0259,0,,22,8,low,B
1075,66,beginner,14,141,0,0.84,1.0,0.0152,1,33.65,14,12,low,D
1076,4,advanced,22,161,0,0.55,0.65,0.0031,1,43.51,48,23,low,D
1077,171,advanced,12,27,0,0.32,0.37,0.0009,1,94.22,29,16,low,A
1078,116,advanced,19,79,0,0.85,0.9,0.0017,1,66.87,8,27,low,B
1079,46,advanced,12,182,0,0.41,0.49,0.002,1,58.22,39,21,low,C
1080,84,beginner,23,17,1,0.52,0.63,0.006,1,15.72,19,26,low,D
1081,161,intermediate,6,68,0,0.74,0.9,0.0055,1,41.47,28,26,low,D
1082,85,beginner,17,171,0,0.62,0.88,0.0202,0,,4,6,low,C
1083,132,intermediate,22,87,0,0.76,0.89,0.0079,1,42.5,9,29,low,D
1084,27,beginner,20,107,0,0.67,1.0,0.0378,1,23.74,13,23,low,D
1085,1,advanced,10,35,0,0.41,0.48,0.0019,1,75.45,40,24,low,B
1086,123,advanced,17,237,0,0.39,0.44,0.0008,1,84.44,14,16,low,A
1087,176,beginner,22,197,0,0.44,0.62,0.0122,1,12.24,39,13,low,D
1088,16,intermediate,21,205,0,0.36,0.58,0.0093,1,39.92,46,21,low,D
1089,22,beginner,9,56,0,0.78,1.0,0.0216,1,27.13,12,23,low,D
1090,8,beginner,11,71,0,0.86,1.0,0.0121,1,22.16,19,4,low,D
1091,121,beginner,6,219,0,0.43,0.94,0.0286,0,,36,12,low,C
1092,130,beginner,21,140,0,0.65,1.0,0.0321,1,2.33,41,21,low,D
1093,144,beginner,12,65,0,0.65,0.8,0.0094,0,,18,28,low,C
1094,193,advanced,11,208,0,0.31,0.41,0.0026,0,,20,28,low,B
1095,109,intermediate,10,181,0,0.74,0.95,0.0119,1,30.38,25,19,medium,D
1096,127,beginner,14,40,0,0.79,0.93,0.0135,0,,49,18,low,D
1097,13,beginner,15,181,0,0.61,0.9,0.0118,1,7.32,7,7,low,D
1098,77,advanced,8,116,0,0.82,0.9,0.0016,0,,3,25,low,C
1099,43,intermediate,17,75,0,0.65,0.81,0.0071,1,19.66,9,13,low,D
1100,122,intermediate,19,69,0,0.68,0.88,0.0054,1,55.78,16,6,low,C
1101,106,intermediate,19,110,0,0.72,0.86,0.0059,1,58.62,23,4,low,C
1102,161,intermediate,11,78,0,0.61,0.75,0.0067,0,,34,15,low,D
1103,107,advanced,12,166,0,0.67,0.73,0.0008,0,,15,10,low,A
1104,123,advanced,17,48,0,0.45,0.5,0.002,0,,11,15,low,A
1105,25,advanced,18,21,0,0.69,0.79,0.0031,0,,50,18,low,B
1106,84,beginner,17,162,0,0.45,0.83,0.0336,1,8.32,40,1,low,D
1107,193,advanced,15,160,0,0.37,0.43,0.0012,1,69.73,13,1,low,B
1108,125,advanced,12,164,0,0.37,0.51,0.0042,1,70.96,30,15,low,B
1109,41,beginner,17,198,0,0.56,0.76,0.0117,0,,11,13,low,B
1110,153,intermediate,9,154,0,0.31,0.46,0.0058,1,68.42,15,20,low,B
1111,177,intermediate,22,118,0,0.63,0.82,0.0091,1,35.93,30,17,low,D
1112,96,intermediate,14,40,0,0.82,0.98,0.0138,0,,20,29,low,B
1113,155,beginner,17,108,0,0.79,1.0,0.019,1,18.0,46,1,low,D
1114,160,advanced,7,81,0,0.26,0.38,0.0045,0,,16,11,low,B
1115,57,advanced,11,63,0,0.26,0.35,0.0019,1,93.22,42,13,low,A
1116,174,advanced,23,49,1,0.71,0.75,0.0007,1,73.3,48,23,medium,B
1117,166,intermediate,8,174,0,0.83,1.0,0.0108,1,29.24,49,25,low,D
1118,83,advanced,11,215,0,0.32,0.4,0.0011,0,,38,8,low,A
1119,134,beginner,8,222,0,0.41,0.59,0.0102,0,,42,30,low,D
1120,135,beginner,22,39,0,0.63,0.85,0.0252,1,-2.8,49,22,low,D
1121,10,intermediate,14,22,0,0.68,0.85,0.009,1,53.51,45,18,low,C
1122,198,beginner,20,135,0,0.89,1.0,0.011,0,,5,10,low,C
1123,43,intermediate,9,220,0,0.33,0.46,0.0043,1,27.12,16,2,low,D
1124,112,intermediate,21,44,0,0.4,0.52,0.0077,0,,40,19,low,A
1125,148,advanced,10,217,0,0.37,0.43,0.001,1,106.88,41,17,low,A
1126,73,beginner,18,126,0,0.62,1.0,0.0419,0,,23,13,low,B
1127,199,beginner,20,202,0,0.53,0.93,0.0338,1,32.51,23,5,low,D
1128,102,intermediate,11,130,0,0.81,0.97,0.0066,0,,29,7,low,D
1129,160,advanced,12,53,0,0.48,0.53,0.0009,1,80.24,23,5,low,A
1130,9,beginner,8,98,0,0.54,1.0,0.0591,1,36.47,2,29,low,D
1131,190,advanced,16,103,0,0.66,0.73,0.0012,1,70.75,3,6,low,B
1132,19,beginner,20,181,0,0.82,1.0,0.0296,1,9.88,50,18,medium,D
1133,103,advanced,19,73,0,0.66,0.71,0.001,1,49.02,35,5,low,D
1134,157,beginner,23,133,1,0.57,0.77,0.0139,1,15.97,47,30,low,D
1135,117,beginner,16,157,0,0.49,1.0,0.0305,1,1.65,21,14,low,D
1136,126,advanced,16,151,0,0.76,0.87,0.0035,1,80.39,46,0,low,A
1137,10,intermediate,7,38,0,0.39,0.55,0.0136,1,59.17,0,12,low,C
1138,104,advanced,18,157,0,0.25,0.35,0.0025,0,,42,3,low,B
1139,153,intermediate,11,59,0,0.64,0.89,0.0113,0,,28,24,low,C
1140,33,beginner,19,61,0,0.82,1.0,0.0338,1,11.71,31,1,low,D
1141,196,advanced,12,238,0,0.51,0.59,0.0013,1,61.01,28,2,low,C
1142,111,intermediate,6,160,0,0.38,0.58,0.0089,1,46.49,28,16,low,D
1143,50,intermediate,16,59,0,0.81,1.0,0.007,0,,36,24,low,B
1144,47,beginner,13,137,0,0.6,0.92,0.0267,1,39.55,5,13,low,D
1145,152,advanced,8,158,0,0.3,0.36,0.0011,1,63.44,31,13,low,C
1146,71,advanced,9,189,0,0.77,0.84,0.0014,0,,24,15,medium,C
1147,144,beginner,14,52,0,0.72,0.88,0.009,1,26.1,0,8,low,D
1148,43,intermediate,6,38,0,0.53,0.64,0.0042,1,29.98,19,30,low,D
1149,152,advanced,17,193,0,0.85,0.93,0.0017,0,,16,28,medium,A
1150,188,beginner,7,141,0,0.67,1.0,0.0442,0,,18,6,low,C
1151,142,intermediate,19,78,0,0.76,0.87,0.0026,1,41.09,10,26,low,D
1152,129,advanced,21,237,0,0.4,0.48,0.0011,1,75.78,27,6,low,B
1153,186,advanced,12,159,0,0.4,0.46,0.0017,1,90.44,7,30,low,A
1154,136,intermediate,13,89,0,0.33,0.54,0.0117,0,,29,25,low,B
1155,181,advanced,16,101,0,0.42,0.48,0.0016,1,62.26,26,6,low,C
1156,141,advanced,16,79,0,0.65,0.71,0.0013,1,63.8,18,26,low,C
1157,164,intermediate,23,177,1,0.75,0.88,0.004,1,49.36,29,8,medium,D
1158,128,beginner,18,86,0,0.77,1.0,0.0369,1,-2.92,7,9,low,D
1159,52,advanced,6,91,0,0.61,0.66,0.001,1,70.44,31,27,low,B
1160,127,beginner,10,51,0,0.36,0.61,0.0193,1,10.74,4,21,low,D
1161,167,intermediate,18,137,0,0.34,0.49,0.0069,0,,10,30,low,C
1162,25,advanced,14,147,0,0.79,0.87,0.001,1,46.23,18,20,low,D
1163,5,beginner,9,80,0,0.78,0.94,0.0118,0,,41,0,low,D
1164,131,intermediate,22,82,0,0.9,1.0,0.0065,1,16.16,49,28,low,D
1165,56,advanced,16,50,0,0.56,0.59,0.0007,0,,22,8,low,B
1166,31,beginner,17,85,0,0.66,0.98,0.0139,0,,5,30,low,C
1167,109,intermediate,6,115,0,0.72,0.86,0.0069,1,34.81,3,25,low,D
1168,125,advanced,20,84,0,0.37,0.48,0.0019,1,57.6,19,7,low,C
1169,107,advanced,12,61,0,0.29,0.35,0.0018,1,99.29,5,8,low,A
1170,45,beginner,9,60,0,0.83,1.0,0.0094,1,-7.57,37,26,low,D
1171,165,advanced,9,138,0,0.75,0.83,0.0021,0,,3,14,low,A
1172,88,intermediate,19,34,0,0.57,0.68,0.0085,1,30.22,49,30,low,D
1173,161,intermediate,18,157,0,0.38,0.54,0.0076,1,50.18,12,3,low,C
1174,45,beginner,7,153,0,0.67,0.94,0.0238,0,,36,11,low,C
1175,59,advanced,10,56,0,0.45,0.51,0.0013,0,,44,24,low,A
1176,151,advanced,20,22,0,0.71,0.76,0.0013,1,56.69,37,21,low,C
1177,116,advanced,8,228,0,0.4,0.5,0.0026,1,70.59,46,11,low,B
1178,91,beginner,19,150,0,0.71,1.0,0.0177,0,,29,15,low,B
1179,189,advanced,11,222,0,0.4,0.51,0.0022,1,77.48,30,9,low,B
1180,107,advanced,10,219,0,0.8,0.88,0.002,1,80.71,28,24,medium,A
1181,143,intermediate,16,101,0,0.88,1.0,0.0078,1,33.18,9,16,low,D
1182,12,advanced,7,147,0,0.29,0.37,0.0019,1,78.53,29,16,low,B
1183,179,intermediate,16,123,0,0.74,0.92,0.0069,0,,17,29,low,B
1184,107,advanced,22,84,0,0.82,0.87,0.0013,0,,3,17,low,C
1185,32,intermediate,9,146,0,0.55,0.74,0.0053,1,46.49,7,3,low,D
1186,120,advanced,19,106,0,0.81,0.93,0.0028,0,,21,1,low,A
1187,71,advanced,6,48,0,0.76,0.85,0.0029,0,,45,15,low,B
1188,124,intermediate,21,92,0,0.51,0.65,0.0048,0,,18,1,low,C
1189,172,beginner,11,110,0,0.38,0.58,0.0156,1,32.13,37,9,low,D
1190,7,intermediate,18,68,0,0.45,0.72,0.0125,1,43.57,32,25,low,D
1191,121,beginner,19,112,0,0.74,0.92,0.0092,1,14.01,48,30,low,D
1192,77,advanced,15,130,0,0.81,0.86,0.001,0,,8,5,low,B
1193,155,beginner,20,87,0,0.9,1.0,0.0087,1,-5.87,36,22,low,D
1194,10,intermediate,7,234,0,0.32,0.54,0.0099,0,,33,9,low,A
1195,149,advanced,7,79,0,0.7,0.74,0.0012,0,,14,18,low,A
1196,32,intermediate,7,84,0,0.54,0.74,0.0122,1,47.01,30,18,low,D
1197,129,advanced,17,65,0,0.48,0.53,0.0011,1,70.82,30,1,low,B
1198,111,intermediate,13,134,0,0.87,1.0,0.0056,0,,35,18,low,B
1199,56,advanced,21,33,0,0.3,0.35,0.0009,1,73.66,47,28,low,B
1200,2,beginner,16,124,0,0.57,0.97,0.0227,1,22.97,7,18,low,D
1201,108,intermediate,20,210,0,0.78,0.95,0.0043,1,28.51,23,9,medium,D
1202,34,advanced,13,101,0,0.29,0.35,0.0018,0,,37,10,low,B
1203,117,beginner,13,40,0,0.66,0.96,0.0312,1,27.32,11,27,low,D
1204,189,advanced,17,51,0,0.54,0.62,0.0028,1,88.89,27,4,low,A
1205,51,beginner,8,118,0,0.55,0.73,0.0115,0,,14,11,low,B
1206,72,beginner,18,97,0,0.91,1.0,0.013,0,,31,3,low,C
1207,75,beginner,11,167,0,0.67,0.87,0.015,1,0.94,40,18,low,D
1208,83,advanced,19,93,0,0.74,0.82,0.0013,1,59.78,9,19,low,C
1209,197,beginner,14,184,0,0.42,0.74,0.0247,1,13.19,4,10,low,D
1210,158,intermediate,17,116,0,0.55,0.72,0.0102,0,,43,11,low,A
1211,33,beginner,12,178,0,0.69,1.0,0.0408,0,,36,22,low,C
1212,30,beginner,18,65,0,0.66,0.87,0.0087,0,,45,1,low,D
1213,158,intermediate,13,18,0,0.81,1.0,0.0152,1,32.86,5,27,low,D
1214,74,advanced,14,131,0,0.82,0.89,0.0012,1,73.24,20,5,low,B
1215,126,advanced,8,205,0,0.61,0.67,0.0011,0,,9,21,low,A
1216,136,intermediate,18,154,0,0.51,0.78,0.0078,1,37.3,26,13,low,D
1217,2,beginner,8,141,0,0.49,0.68,0.0118,1,13.75,50,18,low,D
1218,103,advanced,11,185,0,0.51,0.58,0.0012,1,80.12,11,6,low,A
1219,4,advanced,10,142,0,0.38,0.48,0.0026,1,61.08,9,13,low,C
1220,123,advanced,16,31,0,0.48,0.53,0.0012,1,87.39,43,24,low,A
1221,108,intermediate,9,97,0,0.36,0.49,0.0063,1,76.03,24,4,low,B
1222,187,beginner,20,67,0,0.91,1.0,0.0137,0,,35,18,low,C
1223,111,intermediate,23,214,1,0.62,0.85,0.0084,1,44.13,26,18,medium,D
1224,72,beginner,15,158,0,0.84,1.0,0.013,1,1.86,35,2,low,D
1225,49,advanced,8,142,0,0.3,0.36,0.0015,0,,13,19,low,A
1226,171,advanced,9,157,0,0.46,0.51,0.0013,1,98.12,11,25,low,A
1227,89,advanced,9,47,0,0.32,0.37,0.0014,1,103.04,17,20,low,A
1228,63,beginner,14,196,0,0.48,0.73,0.0115,0,,45,25,low,C
1229,137,advanced,13,123,0,0.69,0.77,0.0013,1,84.08,38,10,low,A
1230,77,advanced,10,38,0,0.48,0.56,0.0032,1,84.85,49,5,low,A
1231,17,advanced,15,93,0,0.57,0.63,0.0014,1,76.42,13,27,low,B
1232,117,beginner,14,79,0,0.41,0.67,0.019,1,33.45,0,21,low,D
1233,190,advanced,6,161,0,0.27,0.35,0.0019,0,,34,17,low,A
1234,39,advanced,7,150,0,0.84,0.9,0.001,1,68.34,41,24,low,B
1235,90,advanced,6,104,0,0.78,0.83,0.0008,1,62.53,18,7,low,C
1236,96,intermediate,23,95,1,0.52,0.6,0.0036,1,55.49,46,25,low,C
1237,29,beginner,14,81,0,0.46,0.82,0.0326,0,,16,25,low,B
1238,77,advanced,12,240,0,0.47,0.56,0.0017,1,92.84,35,7,low,A
1239,41,beginner,10,173,0,0.92,1.0,0.0071,1,20.67,35,10,low,D
1240,165,advanced,17,139,0,0.63,0.76,0.0028,1,54.26,37,13,low,C
1241,175,advanced,19,177,0,0.66,0.77,0.0021,0,,49,5,low,B
1242,96,intermediate,23,161,1,0.56,0.74,0.0106,0,,10,19,low,C
1243,139,advanced,23,237,1,0.58,0.73,0.0021,1,74.14,39,14,medium,B
1244,122,intermediate,22,166,0,0.39,0.57,0.011,0,,44,26,low,A
1245,65,beginner,11,115,0,0.42,0.64,0.0158,1,19.7,21,3,low,D
1246,93,beginner,12,91,0,0.39,0.67,0.0298,0,,41,4,low,C
1247,196,advanced,19,236,0,0.82,0.95,0.0027,1,50.37,11,21,medium,C
1248,65,beginner,23,211,1,0.83,1.0,0.0301,1,7.96,4,19,high,D
1249,179,intermediate,21,134,0,0.44,0.66,0.0095,1,36.21,21,21,low,D
1250,102,intermediate,21,113,0,0.65,0.78,0.0053,0,,37,0,low,B
1251,16,intermediate,22,104,0,0.61,0.77,0.0097,0,,9,11,low,B
1252,182,advanced,22,202,0,0.38,0.49,0.0023,0,,5,3,low,B
1253,50,intermediate,16,157,0,0.89,1.0,0.005,0,,14,25,low,B
1254,182,advanced,16,176,0,0.49,0.64,0.0036,0,,37,30,low,C
1255,197,beginner,12,66,0,0.9,1.0,0.0134,1,9.14,30,13,low,D
1256,110,advanced,22,162,0,0.3,0.35,0.0011,1,83.21,26,26,low,A
1257,162,intermediate,15,69,0,0.71,0.84,0.0094,0,,17,5,low,B
1258,86,beginner,20,175,0,0.45,0.75,0.0244,1,29.87,49,7,low,D
1259,65,beginner,18,40,0,0.67,0.79,0.0074,1,4.96,49,20,low,D
1260,18,intermediate,19,197,0,0.75,0.95,0.0063,1,66.71,11,13,medium,B
1261,145,advanced,16,217,0,0.63,0.71,0.0012,0,,44,13,low,A
1262,120,advanced,10,218,0,0.43,0.51,0.0011,1,85.44,9,29,low,A
1263,174,advanced,11,65,0,0.53,0.6,0.001,0,,30,21,low,C
1264,99,advanced,16,71,0,0.51,0.56,0.0019,0,,21,24,low,A
1265,21,intermediate,23,20,1,0.68,0.76,0.0046,0,,36,2,low,D
1266,156,intermediate,17,217,0,0.66,0.85,0.0147,1,31.35,21,6,low,D
1267,101,beginner,7,55,0,0.56,0.69,0.009,1,-0.32,32,11,low,D
1268,147,beginner,8,46,0,0.32,0.53,0.0143,1,20.05,33,12,low,D
1269,119,beginner,11,200,0,0.43,0.8,0.0247,1,17.19,41,5,low,D
1270,124,intermediate,8,176,0,0.77,0.93,0.008,1,29.98,8,20,low,D
1271,134,beginner,11,172,0,0.89,1.0,0.0125,1,-4.04,27,20,low,D
1272,173,advanced,8,69,0,0.72,0.81,0.0021,1,37.42,42,13,low,D
1273,17,advanced,19,198,0,0.72,0.82,0.0026,1,65.31,1,17,medium,B
1274,73,beginner,14,30,0,0.85,0.98,0.0083,1,15.66,26,10,low,D
1275,13,beginner,16,84,0,0.74,0.94,0.0198,1,21.59,25,9,low,D
1276,41,beginner,16,147,0,0.86,1.0,0.0171,0,,29,17,low,C
1277,175,advanced,8,165,0,0.81,0.85,0.0007,1,58.23,1,13,low,C
1278,130,beginner,12,163,0,0.42,0.84,0.0417,0,,45,26,low,C
1279,148,advanced,10,154,0,0.78,0.89,0.0026,1,81.32,25,17,low,A
1280,192,advanced,22,213,0,0.63,0.69,0.0008,0,,33,2,low,A
1281,93,beginner,9,136,0,0.84,1.0,0.0162,1,0.04,21,29,low,D
1282,64,advanced,15,196,0,0.31,0.44,0.0027,0,,16,14,low,B
1283,59,advanced,22,98,0,0.6,0.68,0.0012,1,42.21,20,17,low,D
1284,83,advanced,14,137,0,0.76,0.86,0.0029,0,,27,7,low,A
1285,21,intermediate,16,27,0,0.52,0.65,0.0108,1,30.06,31,26,low,D
1286,158,intermediate,14,68,0,0.46,0.54,0.0039,1,25.89,18,12,low,D
1287,70,advanced,16,86,0,0.83,0.91,0.002,0,,47,22,low,A
1288,105,beginner,9,187,0,0.88,1.0,0.0199,1,-6.1,33,11,medium,D
1289,86,beginner,17,152,0,0.66,1.0,0.0341,0,,16,20,low,C
1290,19,beginner,8,204,0,0.8,0.99,0.0126,0,,10,11,medium,C
1291,44,intermediate,12,211,0,0.76,0.98,0.0083,1,46.85,33,22,medium,D
1292,75,beginner,10,158,0,0.86,1.0,0.0328,1,14.86,20,27,low,D
1293,199,beginner,10,196,0,0.8,1.0,0.0388,1,25.76,9,10,medium,D
1294,116,advanced,19,31,0,0.35,0.44,0.0028,0,,24,30,low,B
1295,91,beginner,12,69,0,0.78,1.0,0.0351,1,4.9,27,20,low,D
1296,70,advanced,10,126,0,0.78,0.83,0.0008,1,32.74,13,15,low,D
1297,112,intermediate,18,187,0,0.8,0.95,0.0041,1,19.51,39,27,medium,D
1298,26,advanced,21,192,0,0.42,0.5,0.0015,1,59.36,34,27,low,C
1299,150,advanced,17,154,0,0.66,0.75,0.0019,1,86.32,25,21,low,A
1300,26,advanced,14,140,0,0.36,0.46,0.0019,1,52.29,25,6,low,C
1301,55,beginner,16,177,0,0.46,0.79,0.0365,0,,0,8,low,B
1302,137,advanced,9,218,0,0.7,0.79,0.0016,0,,2,17,medium,A
1303,106,intermediate,11,82,0,0.43,0.53,0.0042,0,,13,1,low,D
1304,23,intermediate,15,186,0,0.58,0.74,0.006,1,32.18,1,23,low,D
1305,138,advanced,22,116,0,0.73,0.84,0.0025,1,58.47,23,4,low,C
1306,54,intermediate,19,213,0,0.52,0.78,0.0163,1,40.83,32,7,low,D
1307,189,advanced,16,209,0,0.28,0.39,0.0026,1,84.22,43,8,low,A
1308,132,intermediate,12,90,0,0.37,0.52,0.0061,0,,15,4,low,C
1309,147,beginner,14,159,0,0.8,1.0,0.0281,0,,5,22,low,C
1310,86,beginner,8,178,0,0.68,1.0,0.0347,1,25.41,41,22,low,D
1311,169,beginner,22,80,0,0.45,0.75,0.022,1,23.49,31,29,low,D
1312,87,beginner,17,156,0,0.44,0.71,0.0192,1,16.18,27,24,low,D
1313,80,advanced,14,203,0,0.53,0.62,0.0018,1,76.32,2,21,low,B
1314,155,beginner,22,44,0,0.63,0.97,0.0327,1,-4.27,46,20,low,D
1315,186,advanced,21,163,0,0.7,0.84,0.0029,0,,5,21,low,A
1316,162,intermediate,17,198,0,0.45,0.62,0.007,1,24.01,7,13,low,D
1317,96,intermediate,17,181,0,0.47,0.65,0.0093,1,60.67,0,24,low,C
1318,21,intermediate,14,220,0,0.73,0.93,0.0074,1,40.47,21,1,medium,D
1319,199,beginner,12,187,0,0.38,0.58,0.0136,1,24.46,24,19,low,D
1320,44,intermediate,23,42,1,0.4,0.56,0.0146,1,60.1,15,25,low,C
1321,115,intermediate,14,109,0,0.36,0.49,0.0049,1,39.46,33,7,low,D
1322,168,beginner,16,198,0,0.57,0.92,0.0182,0,,36,12,low,D
1323,162,intermediate,16,137,0,0.45,0.61,0.0083,1,28.85,28,3,low,D
1324,19,beginner,21,75,0,0.71,0.92,0.0186,1,33.44,29,25,low,D
1325,82,intermediate,15,220,0,0.86,1.0,0.0093,0,,36,20,medium,A
1326,182,advanced,7,53,0,0.36,0.45,0.003,1,52.91,33,29,low,C
1327,22,beginner,15,36,0,0.48,0.85,0.0554,1,35.66,12,7,low,D
1328,97,intermediate,13,73,0,0.7,0.84,0.0069,0,,4,7,low,D
1329,6,intermediate,18,202,0,0.88,1.0,0.0052,1,17.26,44,15,medium,D
1330,119,beginner,8,125,0,0.54,0.96,0.0284,1,22.16,25,12,low,D
1331,66,beginner,10,37,0,0.54,0.71,0.0213,0,,30,27,low,C
1332,46,advanced,10,55,0,0.37,0.45,0.0023,0,,15,3,low,A
1333,167,intermediate,19,78,0,0.71,0.87,0.006,1,57.63,28,23,low,C
1334,67,advanced,21,181,0,0.72,0.78,0.0012,1,66.76,15,2,medium,B
1335,161,intermediate,18,27,0,0.43,0.56,0.0129,1,66.09,43,12,low,B
1336,109,intermediate,6,32,0,0.88,0.98,0.0028,0,,34,18,low,C
1337,12,advanced,18,110,0,0.59,0.64,0.0011,1,76.41,3,2,low,B
1338,181,advanced,18,220,0,0.61,0.66,0.0011,1,81.48,38,18,low,A
1339,160,advanced,17,126,0,0.68,0.74,0.001,0,,5,17,low,B
1340,133,advanced,6,91,0,0.68,0.79,0.0025,1,76.1,28,8,low,B
1341,84,beginner,10,168,0,0.45,0.67,0.0267,1,3.23,14,30,low,D
1342,70,advanced,9,200,0,0.36,0.47,0.0019,1,59.66,29,22,low,C
1343,151,advanced,19,73,0,0.84,0.92,0.0023,1,50.14,37,0,low,C
1344,150,advanced,22,105,0,0.42,0.48,0.0009,1,95.59,3,21,low,A
1345,101,beginner,8,148,0,0.45,0.64,0.0116,1,19.32,36,9,low,D
1346,47,beginner,9,179,0,0.44,0.63,0.0137,1,35.84,39,26,low,D
1347,93,beginner,9,165,0,0.59,0.88,0.0298,1,12.8,15,14,low,D
1348,63,beginner,12,182,0,0.36,0.78,0.0385,1,5.24,38,21,low,D
1349,6,intermediate,20,20,0,0.39,0.48,0.0131,1,25.98,49,24,low,D
1350,26,advanced,11,216,0,0.66,0.8,0.0035,0,,47,10,low,A
1351,123,advanced,16,18,0,0.75,0.81,0.0018,1,64.26,18,7,low,C
1352,90,advanced,9,120,0,0.37,0.43,0.0009,1,80.73,5,12,low,A
1353,38,intermediate,16,95,0,0.33,0.48,0.0089,1,65.02,37,15,low,B
1354,149,advanced,12,202,0,0.84,0.9,0.001,0,,34,7,medium,C
1355,151,advanced,12,88,0,0.66,0.72,0.0012,1,86.27,0,13,low,A
1356,113,advanced,12,29,0,0.75,0.81,0.0013,1,80.86,26,19,low,A
1357,57,advanced,17,82,0,0.47,0.53,0.0012,1,86.1,5,0,low,A
1358,121,beginner,13,150,0,0.8,1.0,0.0258,1,12.7,11,7,low,D
1359,166,intermediate,6,50,0,0.58,0.67,0.0047,1,47.87,23,2,low,D
1360,38,intermediate,13,107,0,0.75,0.93,0.008,1,51.5,34,3,low,C
1361,73,beginner,12,33,0,0.52,0.64,0.008,1,16.09,11,0,low,D
1362,184,beginner,11,131,0,0.78,1.0,0.0146,1,33.49,2,2,low,D
1363,135,beginner,21,54,0,0.89,1.0,0.0068,1,0.46,23,0,low,D
1364,31,beginner,20,71,0,0.87,1.0,0.0261,1,2.49,31,30,low,D
